labor_id,presence,present_api_flag,present_local_flag,any_field_mismatch,mismatch_field_count,service_id_api,service_id_local,mismatch__service_id,created_at_api,created_at_local,mismatch__created_at,city_code_api,city_code_local,mismatch__city_code,department_code_api,department_code_local,mismatch__department_code,start_address_id_api,start_address_id_local,mismatch__start_address_id,start_address_point_api,start_address_point_local,mismatch__start_address_point,end_address_id_api,end_address_id_local,mismatch__end_address_id,end_address_point_api,end_address_point_local,mismatch__end_address_point,labor_type_api,labor_type_local,mismatch__labor_type,labor_name_api,labor_name_local,mismatch__labor_name,labor_category_api,labor_category_local,mismatch__labor_category,schedule_date_api,schedule_date_local,mismatch__schedule_date,labor_sequence_api,labor_sequence_local,mismatch__labor_sequence,address_id_api,address_id_local,mismatch__address_id,address_point_api,address_point_local,mismatch__address_point,state_api,service_schedule_date_api,city_name_api,department_name_api,location_resolution_status_api,payload_labor_schedule_date_api,assigned_driver_api,actual_start_api,actual_end_api,shop_id_api,shop_address_id_api,shop_address_point_api,source_department_dir_api,alfred_local,shop_local,labor_created_at_local,labor_start_date_local,labor_end_date_local
508222,api_only,1,0,False,0,404322,,False,2026-02-10T16:12:37.986248-05:00,,False,149,,False,25,,False,100385,,False,POINT (-74.05466 4.674519399999999),,False,15,,False,POINT (-74.065413 4.759951),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-19T08:00:00-05:00,,False,1,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-19T08:00:00-05:00,BOGOTA D.C.,CUNDINAMARCA,resolved,2026-02-19T08:00:00-05:00,14671,,,,,,25,,,,,
508560,api_only,1,0,False,0,404649,,False,2026-02-11T08:07:47.155086-05:00,,False,149,,False,25,,False,189399,,False,POINT (-74.08106289999999 4.717616),,False,17793,,False,POINT (-74.05576889999999 4.712595600000001),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-24T08:30:00-05:00,,False,1,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-24T08:30:00-05:00,BOGOTA D.C.,CUNDINAMARCA,resolved,2026-02-24T08:30:00-05:00,2036,,,,,,25,,,,,
508596,api_only,1,0,False,0,404682,,False,2026-02-11T08:42:42.521581-05:00,,False,1,,False,5,,False,189354,,False,POINT (-75.5860708 6.1515257),,False,4870,,False,POINT (-75.56977909999999 6.2277346),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-19T09:30:00-05:00,,False,1,,False,,,False,,,False,REQUESTED,2026-02-19T09:30:00-05:00,MEDELLIN,ANTIOQUIA,resolved,2026-02-19T09:30:00-05:00,4555,,,,,,5,,,,,
508599,api_only,1,0,False,0,404685,,False,2026-02-11T08:44:43.828644-05:00,,False,1,,False,5,,False,189355,,False,POINT (-75.57970399999999 6.276844199999999),,False,132942,,False,POINT (-75.5856104 6.183108199999999),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-26T07:00:00-05:00,,False,1,,False,,,False,,,False,REQUESTED,2026-02-26T07:00:00-05:00,MEDELLIN,ANTIOQUIA,resolved,2026-02-26T07:00:00-05:00,5455,,,,,,5,,,,,
508732,api_only,1,0,False,0,404812,,False,2026-02-11T10:12:40.026297-05:00,,False,1,,False,5,,False,138933,,False,POINT (-75.5617056 6.190326999999999),,False,4852,,False,POINT (-75.56991479999999 6.2276503),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-19T09:00:00-05:00,,False,1,,False,,,False,,,False,REQUESTED,2026-02-19T09:00:00-05:00,MEDELLIN,ANTIOQUIA,resolved,2026-02-19T09:00:00-05:00,20111,,,,,,5,,,,,
508737,api_only,1,0,False,0,404816,,False,2026-02-11T10:15:46.813975-05:00,,False,1,,False,5,,False,4852,,False,POINT (-75.56991479999999 6.2276503),,False,138933,,False,POINT (-75.5617056 6.190326999999999),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-19T14:30:00-05:00,,False,1,,False,,,False,,,False,REQUESTED,2026-02-19T14:30:00-05:00,MEDELLIN,ANTIOQUIA,resolved,2026-02-19T14:30:00-05:00,20111,,,,,,5,,,,,
508841,api_only,1,0,False,0,404915,,False,2026-02-11T11:32:32.987356-05:00,,False,1,,False,5,,False,189409,,False,POINT (-75.5699944 6.1985059),,False,189410,,False,POINT (-75.5859795 6.183369099999999),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-24T08:00:00-05:00,,False,1,,False,,,False,,,False,REQUESTED,2026-02-24T08:00:00-05:00,MEDELLIN,ANTIOQUIA,resolved,2026-02-24T08:00:00-05:00,4554,,,,,,5,,,,,
508843,api_only,1,0,False,0,404917,,False,2026-02-11T11:33:07.144952-05:00,,False,1,,False,5,,False,189410,,False,POINT (-75.5859795 6.183369099999999),,False,189409,,False,POINT (-75.5699944 6.1985059),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-24T15:00:00-05:00,,False,1,,False,,,False,,,False,REQUESTED,2026-02-24T15:00:00-05:00,MEDELLIN,ANTIOQUIA,resolved,2026-02-24T15:00:00-05:00,4554,,,,,,5,,,,,
508895,api_only,1,0,False,0,404969,,False,2026-02-11T12:03:01.620109-05:00,,False,149,,False,25,,False,179165,,False,POINT (-74.0541428 4.6981932),,False,17793,,False,POINT (-74.05576889999999 4.712595600000001),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-23T08:00:00-05:00,,False,1,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-23T08:00:00-05:00,BOGOTA D.C.,CUNDINAMARCA,resolved,2026-02-23T08:00:00-05:00,,,,,,,25,,,,,
509076,api_only,1,0,False,0,405142,,False,2026-02-11T14:36:26.001559-05:00,,False,126,,False,8,,False,134073,,False,POINT (-74.8076452 10.9991865),,False,68237,,False,POINT (-74.7997145 11.0215868),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-19T12:00:00-05:00,,False,1,,False,,,False,,,False,REQUESTED,2026-02-19T12:00:00-05:00,BARRANQUILLA,ATLANTICO,resolved,2026-02-19T12:00:00-05:00,71852,,,,,,8,,,,,
509186,api_only,1,0,False,0,405244,,False,2026-02-11T16:35:38.227100-05:00,,False,149,,False,25,,False,189471,,False,POINT (-74.04521629999999 4.6660009),,False,44809,,False,POINT (-74.024388 4.7303983),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-25T11:30:00-05:00,,False,1,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-25T11:30:00-05:00,BOGOTA D.C.,CUNDINAMARCA,resolved,2026-02-25T11:30:00-05:00,,,,,,,25,,,,,
509205,api_only,1,0,False,0,405263,,False,2026-02-11T17:01:29.750112-05:00,,False,1004,,False,76,,False,145591,,False,POINT (-76.30498659999999 3.5229834),,False,145591,,False,POINT (-76.30498659999999 3.5229834),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-20T12:00:00-05:00,,False,1,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-20T12:00:00-05:00,CALI,VALLE DEL CAUCA,resolved,2026-02-20T12:00:00-05:00,,,,,,,76,,,,,
509206,api_only,1,0,False,0,405263,,False,2026-02-11T17:01:29.750112-05:00,,False,1004,,False,76,,False,145591,,False,POINT (-76.30498659999999 3.5229834),,False,145591,,False,POINT (-76.30498659999999 3.5229834),,False,3,,False,Wash and Polish,,False,WASH_AND_POLISH,,False,2026-02-20T12:30:00-05:00,,False,2,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-20T12:00:00-05:00,CALI,VALLE DEL CAUCA,resolved,2026-02-20T12:30:00-05:00,,,,4157,127839,POINT (-76.31507669999999 3.5385042),76,,,,,
509207,api_only,1,0,False,0,405263,,False,2026-02-11T17:01:29.750112-05:00,,False,1004,,False,76,,False,145591,,False,POINT (-76.30498659999999 3.5229834),,False,145591,,False,POINT (-76.30498659999999 3.5229834),,False,2,,False,Alfred Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-20T13:00:00-05:00,,False,3,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-20T12:00:00-05:00,CALI,VALLE DEL CAUCA,resolved,2026-02-20T13:00:00-05:00,,,,,,,76,,,,,
509516,api_only,1,0,False,0,405568,,False,2026-02-12T09:39:12.290131-05:00,,False,149,,False,25,,False,189523,,False,POINT (-74.0640645 4.7358742),,False,17793,,False,POINT (-74.05576889999999 4.712595600000001),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-20T08:00:00-05:00,,False,1,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-20T08:00:00-05:00,BOGOTA D.C.,CUNDINAMARCA,resolved,2026-02-20T08:00:00-05:00,10500,,,,,,25,,,,,
509661,api_only,1,0,False,0,405711,,False,2026-02-12T11:09:07.729100-05:00,,False,149,,False,25,,False,189553,,False,POINT (-74.01087389999999 4.6889048),,False,2,,False,POINT (-74.028923 4.704466),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-19T07:00:00-05:00,,False,1,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-19T07:00:00-05:00,BOGOTA D.C.,CUNDINAMARCA,resolved,2026-02-19T07:00:00-05:00,,,,,,,25,,,,,
509753,api_only,1,0,False,0,405800,,False,2026-02-12T12:40:27.844343-05:00,,False,149,,False,25,,False,189589,,False,POINT (-74.1311794 4.6189715),,False,131240,,False,POINT (-74.11450529999999 4.6717962),,False,12,,False,Alfred Initial Transport,,False,VEHICLE_TRANSPORTATION,,False,2026-02-19T09:00:00-05:00,,False,1,,False,,,False,,,False,TO_BE_CONFIRMED,2026-02-19T09:00:00-05:00,BOGOTA D.C.,CUNDINAMARCA,resolved,2026-02-19T09:00:00-05:00,69861,,,,,,25,,,,,
