city,date,alpha,iter,vt_labors,extra_time,dist,successful_iters,duration_s
149,2026-11-11,0.3,160,9,0.0,36.25,160,2.3
149,2026-11-11,0.3,373,9,0.0,27.99,373,2.3
149,2026-11-11,0.3,586,9,0.0,27.99,400,2.3
149,2026-11-11,0.3,800,9,0.0,27.99,400,2.3
149,2026-11-11,0.3,160,15,0.0,44.85,160,2.6
149,2026-11-11,0.3,373,15,0.0,44.85,373,2.6
149,2026-11-11,0.3,586,15,0.0,44.85,400,2.6
149,2026-11-11,0.3,800,15,0.0,44.85,400,2.6
149,2026-11-11,0.3,160,11,115.4,37.29,160,2.4
149,2026-11-11,0.3,373,11,115.4,36.27,373,2.4
149,2026-11-11,0.3,586,11,115.4,36.27,400,2.4
149,2026-11-11,0.3,800,11,115.4,36.27,400,2.4
149,2026-11-11,0.3,160,20,0.0,71.85,160,2.8
149,2026-11-11,0.3,373,20,0.0,71.85,373,2.8
149,2026-11-11,0.3,586,20,0.0,71.85,400,2.8
149,2026-11-11,0.3,800,20,0.0,71.85,400,2.8
149,2026-11-11,0.3,160,15,0.0,52.49,160,2.6
149,2026-11-11,0.3,373,15,0.0,49.65,373,2.6
149,2026-11-11,0.3,586,15,0.0,49.65,400,2.6
149,2026-11-11,0.3,800,15,0.0,49.65,400,2.6
149,2026-11-11,0.3,160,11,0.0,45.29,160,2.4
149,2026-11-11,0.3,373,11,35.9,35.47,373,2.4
149,2026-11-11,0.3,586,11,35.9,35.47,400,2.4
149,2026-11-11,0.3,800,11,35.9,35.47,400,2.4
149,2026-11-11,0.3,160,8,45.6,25.18,160,2.2
149,2026-11-11,0.3,373,8,45.6,24.07,373,2.2
149,2026-11-11,0.3,586,8,81.5,20.83,400,2.2
149,2026-11-11,0.3,800,8,81.5,20.83,400,2.2
149,2026-11-11,0.3,160,33,46.1,144.99,160,3.6
149,2026-11-11,0.3,373,33,56.0,140.51,373,3.6
149,2026-11-11,0.3,586,33,56.0,140.51,400,3.6
149,2026-11-11,0.3,800,33,56.0,140.51,400,3.6
149,2026-11-11,0.3,160,14,45.6,48.44,160,2.5
149,2026-11-11,0.3,373,14,81.5,46.72,373,2.5
149,2026-11-11,0.3,586,14,81.5,46.72,400,2.5
149,2026-11-11,0.3,800,14,81.5,46.72,400,2.5
149,2026-11-11,0.3,160,12,54.3,38.53,160,2.4
149,2026-11-11,0.3,373,12,50.6,35.95,373,2.4
149,2026-11-11,0.3,586,12,50.6,35.95,400,2.4
149,2026-11-11,0.3,800,12,50.6,35.95,400,2.4
149,2026-11-11,0.3,160,24,45.6,90.95,160,3.1
149,2026-11-11,0.3,373,24,45.6,87.99,373,3.1
149,2026-11-11,0.3,586,24,45.6,87.99,400,3.1
149,2026-11-11,0.3,800,24,45.6,87.99,400,3.1
149,2026-11-11,0.3,160,12,45.6,37.75,160,2.4
149,2026-11-11,0.3,373,12,45.6,36.26,373,2.4
149,2026-11-11,0.3,586,12,45.6,36.26,400,2.4
149,2026-11-11,0.3,800,12,45.6,36.26,400,2.4
149,2026-11-11,0.3,160,43,266.7,181.39,160,4.0
149,2026-11-11,0.3,373,43,242.0,177.35,373,4.0
149,2026-11-11,0.3,586,43,242.0,177.35,400,4.0
149,2026-11-11,0.3,800,43,242.0,177.35,400,4.0
149,2026-11-11,0.3,160,25,81.5,93.32,160,3.1
149,2026-11-11,0.3,373,25,81.5,85.33,373,3.1
149,2026-11-11,0.3,586,25,81.5,85.33,400,3.1
149,2026-11-11,0.3,800,25,81.5,85.33,400,3.1
149,2026-11-11,0.3,160,12,80.2,35.65,160,2.4
149,2026-11-11,0.3,373,12,107.6,33.85,373,2.4
149,2026-11-11,0.3,586,12,107.6,33.85,400,2.4
149,2026-11-11,0.3,800,12,107.6,33.85,400,2.4
149,2026-11-11,0.3,160,12,93.3,38.55,160,2.4
149,2026-11-11,0.3,373,12,122.5,36.71,373,2.4
149,2026-11-11,0.3,586,12,122.5,36.71,400,2.4
149,2026-11-11,0.3,800,12,122.5,36.71,400,2.4
149,2026-11-11,0.3,160,12,153.5,32.79,160,2.4
149,2026-11-11,0.3,373,12,153.5,32.79,373,2.4
