"city","name","data"
369,CAUCA-CALDONO,"{""city_code"": 137, ""city_name"": ""CALDONO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
370,CAUCA-CALOTO,"{""city_code"": 142, ""city_name"": ""CALOTO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
371,CAUCA-CORINTO,"{""city_code"": 212, ""city_name"": ""CORINTO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
372,CAUCA-EL TAMBO,"{""city_code"": 256, ""city_name"": ""EL TAMBO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
373,CAUCA-FLORENCIA,"{""city_code"": 290, ""city_name"": ""FLORENCIA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
374,CAUCA-GUACHENE,"{""city_code"": 300, ""city_name"": ""GUACHENE"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
375,CAUCA-GUAPI,"{""city_code"": 318, ""city_name"": ""GUAPI"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
376,CAUCA-INZA,"{""city_code"": 355, ""city_name"": ""INZA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
377,CAUCA-JAMBALO,"{""city_code"": 364, ""city_name"": ""JAMBALO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
378,CAUCA-LA SIERRA,"{""city_code"": 392, ""city_name"": ""LA SIERRA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
379,CAUCA-LA VEGA,"{""city_code"": 397, ""city_name"": ""LA VEGA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
380,CAUCA-LOPEZ,"{""city_code"": 418, ""city_name"": ""LOPEZ"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
381,CAUCA-MERCADERES,"{""city_code"": 450, ""city_name"": ""MERCADERES"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
382,CAUCA-MIRANDA,"{""city_code"": 455, ""city_name"": ""MIRANDA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
383,CAUCA-MORALES,"{""city_code"": 473, ""city_name"": ""MORALES"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
384,CAUCA-PADILLA,"{""city_code"": 513, ""city_name"": ""PADILLA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
385,CAUCA-PAEZ,"{""city_code"": 517, ""city_name"": ""PAEZ"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
386,CAUCA-PATIA,"{""city_code"": 532, ""city_name"": ""PATIA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
387,CAUCA-PIAMONTE,"{""city_code"": 533, ""city_name"": ""PIAMONTE"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
388,CAUCA-PIENDAMO,"{""city_code"": 548, ""city_name"": ""PIENDAMO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
389,CAUCA-PUERTO TEJADA,"{""city_code"": 573, ""city_name"": ""PUERTO TEJADA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
390,CAUCA-PURACE,"{""city_code"": 585, ""city_name"": ""PURACE"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
391,CAUCA-ROSAS,"{""city_code"": 622, ""city_name"": ""ROSAS"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
392,CAUCA-SAN SEBASTIAN,"{""city_code"": 693, ""city_name"": ""SAN SEBASTIAN"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
393,CAUCA-SANTANDER DE QUILICHAO,"{""city_code"": 698, ""city_name"": ""SANTANDER DE QUILICHAO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
394,CAUCA-SANTA ROSA,"{""city_code"": 701, ""city_name"": ""SANTA ROSA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
395,CAUCA-SILVIA,"{""city_code"": 743, ""city_name"": ""SILVIA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
396,CAUCA-SOTARA,"{""city_code"": 760, ""city_name"": ""SOTARA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
397,CAUCA-SUAREZ,"{""city_code"": 780, ""city_name"": ""SUAREZ"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
398,CAUCA-SUCRE,"{""city_code"": 785, ""city_name"": ""SUCRE"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
399,CAUCA-TIMBIO,"{""city_code"": 807, ""city_name"": ""TIMBIO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
400,CAUCA-TIMBIQUI,"{""city_code"": 809, ""city_name"": ""TIMBIQUI"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
401,CAUCA-TORIBIO,"{""city_code"": 821, ""city_name"": ""TORIBIO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
402,CAUCA-TOTORO,"{""city_code"": 824, ""city_name"": ""TOTORO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
403,CAUCA-VILLA RICA,"{""city_code"": 845, ""city_name"": ""VILLA RICA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
404,CESAR-VALLEDUPAR,"{""city_code"": 1, ""city_name"": ""VALLEDUPAR"", ""department_code"": 20, ""department_name"": ""CESAR""}"
405,CESAR-AGUACHICA,"{""city_code"": 11, ""city_name"": ""AGUACHICA"", ""department_code"": 20, ""department_name"": ""CESAR""}"
406,CESAR-AGUSTIN CODAZZI,"{""city_code"": 13, ""city_name"": ""AGUSTIN CODAZZI"", ""department_code"": 20, ""department_name"": ""CESAR""}"
408,CESAR-BECERRIL,"{""city_code"": 45, ""city_name"": ""BECERRIL"", ""department_code"": 20, ""department_name"": ""CESAR""}"
409,CESAR-BOSCONIA,"{""city_code"": 60, ""city_name"": ""BOSCONIA"", ""department_code"": 20, ""department_name"": ""CESAR""}"
410,CESAR-CHIMICHAGUA,"{""city_code"": 175, ""city_name"": ""CHIMICHAGUA"", ""department_code"": 20, ""department_name"": ""CESAR""}"
411,CESAR-CHIRIGUANA,"{""city_code"": 178, ""city_name"": ""CHIRIGUANA"", ""department_code"": 20, ""department_name"": ""CESAR""}"
412,CESAR-CURUMANI,"{""city_code"": 228, ""city_name"": ""CURUMANI"", ""department_code"": 20, ""department_name"": ""CESAR""}"
413,CESAR-EL COPEY,"{""city_code"": 238, ""city_name"": ""EL COPEY"", ""department_code"": 20, ""department_name"": ""CESAR""}"
414,CESAR-EL PASO,"{""city_code"": 250, ""city_name"": ""EL PASO"", ""department_code"": 20, ""department_name"": ""CESAR""}"
415,CESAR-GAMARRA,"{""city_code"": 295, ""city_name"": ""GAMARRA"", ""department_code"": 20, ""department_name"": ""CESAR""}"
416,CESAR-GONZALEZ,"{""city_code"": 310, ""city_name"": ""GONZALEZ"", ""department_code"": 20, ""department_name"": ""CESAR""}"
417,CESAR-LA GLORIA,"{""city_code"": 383, ""city_name"": ""LA GLORIA"", ""department_code"": 20, ""department_name"": ""CESAR""}"
418,CESAR-LA JAGUA DE IBIRICO,"{""city_code"": 400, ""city_name"": ""LA JAGUA DE IBIRICO"", ""department_code"": 20, ""department_name"": ""CESAR""}"
419,CESAR-MANAURE,"{""city_code"": 443, ""city_name"": ""MANAURE"", ""department_code"": 20, ""department_name"": ""CESAR""}"
420,CESAR-PAILITAS,"{""city_code"": 517, ""city_name"": ""PAILITAS"", ""department_code"": 20, ""department_name"": ""CESAR""}"
421,CESAR-PELAYA,"{""city_code"": 550, ""city_name"": ""PELAYA"", ""department_code"": 20, ""department_name"": ""CESAR""}"
422,CESAR-PUEBLO BELLO,"{""city_code"": 570, ""city_name"": ""PUEBLO BELLO"", ""department_code"": 20, ""department_name"": ""CESAR""}"
423,CESAR-RIO DE ORO,"{""city_code"": 614, ""city_name"": ""RIO DE ORO"", ""department_code"": 20, ""department_name"": ""CESAR""}"
424,CESAR-LA PAZ,"{""city_code"": 621, ""city_name"": ""LA PAZ"", ""department_code"": 20, ""department_name"": ""CESAR""}"
425,CESAR-SAN ALBERTO,"{""city_code"": 710, ""city_name"": ""SAN ALBERTO"", ""department_code"": 20, ""department_name"": ""CESAR""}"
426,CESAR-SAN DIEGO,"{""city_code"": 750, ""city_name"": ""SAN DIEGO"", ""department_code"": 20, ""department_name"": ""CESAR""}"
427,CESAR-SAN MARTIN,"{""city_code"": 770, ""city_name"": ""SAN MARTIN"", ""department_code"": 20, ""department_name"": ""CESAR""}"
428,CESAR-TAMALAMEQUE,"{""city_code"": 787, ""city_name"": ""TAMALAMEQUE"", ""department_code"": 20, ""department_name"": ""CESAR""}"
429,CORDOBA-MONTERIA,"{""city_code"": 1, ""city_name"": ""MONTERIA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
430,CORDOBA-AYAPEL,"{""city_code"": 68, ""city_name"": ""AYAPEL"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
431,CORDOBA-BUENAVISTA,"{""city_code"": 79, ""city_name"": ""BUENAVISTA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
432,CORDOBA-CANALETE,"{""city_code"": 90, ""city_name"": ""CANALETE"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
433,CORDOBA-CERETE,"{""city_code"": 162, ""city_name"": ""CERETE"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
434,CORDOBA-CHIMA,"{""city_code"": 168, ""city_name"": ""CHIMA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
435,CORDOBA-CHINU,"{""city_code"": 182, ""city_name"": ""CHINU"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
436,CORDOBA-CIENAGA DE ORO,"{""city_code"": 189, ""city_name"": ""CIENAGA DE ORO"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
437,CORDOBA-COTORRA,"{""city_code"": 300, ""city_name"": ""COTORRA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
438,CORDOBA-LA APARTADA,"{""city_code"": 350, ""city_name"": ""LA APARTADA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
440,CORDOBA-LOS CORDOBAS,"{""city_code"": 419, ""city_name"": ""LOS CORDOBAS"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
441,CORDOBA-MOMIL,"{""city_code"": 464, ""city_name"": ""MOMIL"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
442,CORDOBA-MONTELIBANO,"{""city_code"": 466, ""city_name"": ""MONTELIBANO"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
443,CORDOBA-MOÑITOS,"{""city_code"": 500, ""city_name"": ""MOÑITOS"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
444,CORDOBA-PLANETA RICA,"{""city_code"": 555, ""city_name"": ""PLANETA RICA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
445,CORDOBA-PUEBLO NUEVO,"{""city_code"": 570, ""city_name"": ""PUEBLO NUEVO"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
446,CORDOBA-PUERTO ESCONDIDO,"{""city_code"": 574, ""city_name"": ""PUERTO ESCONDIDO"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
447,CORDOBA-PUERTO LIBERTADOR,"{""city_code"": 580, ""city_name"": ""PUERTO LIBERTADOR"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
448,CORDOBA-PURISIMA,"{""city_code"": 586, ""city_name"": ""PURISIMA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
449,CORDOBA-SAHAGUN,"{""city_code"": 660, ""city_name"": ""SAHAGUN"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
450,CORDOBA-SAN ANDRES SOTAVENTO,"{""city_code"": 670, ""city_name"": ""SAN ANDRES SOTAVENTO"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
451,CORDOBA-SAN ANTERO,"{""city_code"": 672, ""city_name"": ""SAN ANTERO"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
452,CORDOBA-SAN BERNARDO DEL VIENTO,"{""city_code"": 675, ""city_name"": ""SAN BERNARDO DEL VIENTO"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
453,CORDOBA-SAN CARLOS,"{""city_code"": 678, ""city_name"": ""SAN CARLOS"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
454,CORDOBA-SAN PELAYO,"{""city_code"": 686, ""city_name"": ""SAN PELAYO"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
455,CORDOBA-TIERRALTA,"{""city_code"": 807, ""city_name"": ""TIERRALTA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
456,CORDOBA-VALENCIA,"{""city_code"": 855, ""city_name"": ""VALENCIA"", ""department_code"": 23, ""department_name"": ""CORDOBA""}"
457,CUNDINAMARCA-AGUA DE DIOS,"{""city_code"": 1, ""city_name"": ""AGUA DE DIOS"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
458,CUNDINAMARCA-ALBAN,"{""city_code"": 19, ""city_name"": ""ALBAN"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
459,CUNDINAMARCA-ANAPOIMA,"{""city_code"": 35, ""city_name"": ""ANAPOIMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
460,CUNDINAMARCA-ANOLAIMA,"{""city_code"": 40, ""city_name"": ""ANOLAIMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
461,CUNDINAMARCA-ARBELAEZ,"{""city_code"": 53, ""city_name"": ""ARBELAEZ"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
462,CUNDINAMARCA-BELTRAN,"{""city_code"": 86, ""city_name"": ""BELTRAN"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
463,CUNDINAMARCA-BITUIMA,"{""city_code"": 95, ""city_name"": ""BITUIMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
464,CUNDINAMARCA-BOJACA,"{""city_code"": 99, ""city_name"": ""BOJACA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
465,CUNDINAMARCA-CABRERA,"{""city_code"": 120, ""city_name"": ""CABRERA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
466,CUNDINAMARCA-CACHIPAY,"{""city_code"": 123, ""city_name"": ""CACHIPAY"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
467,CUNDINAMARCA-CAJICA,"{""city_code"": 126, ""city_name"": ""CAJICA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
468,CUNDINAMARCA-CAPARRAPI,"{""city_code"": 148, ""city_name"": ""CAPARRAPI"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
469,CUNDINAMARCA-CAQUEZA,"{""city_code"": 151, ""city_name"": ""CAQUEZA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
470,CUNDINAMARCA-CARMEN DE CARUPA,"{""city_code"": 154, ""city_name"": ""CARMEN DE CARUPA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
471,CUNDINAMARCA-CHAGUANI,"{""city_code"": 168, ""city_name"": ""CHAGUANI"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
473,CUNDINAMARCA-CHIPAQUE,"{""city_code"": 178, ""city_name"": ""CHIPAQUE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
475,CUNDINAMARCA-CHOCONTA,"{""city_code"": 183, ""city_name"": ""CHOCONTA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
476,CUNDINAMARCA-COGUA,"{""city_code"": 200, ""city_name"": ""COGUA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
477,CUNDINAMARCA-COTA,"{""city_code"": 214, ""city_name"": ""COTA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
478,CUNDINAMARCA-CUCUNUBA,"{""city_code"": 224, ""city_name"": ""CUCUNUBA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
479,CUNDINAMARCA-EL COLEGIO,"{""city_code"": 245, ""city_name"": ""EL COLEGIO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
480,CUNDINAMARCA-EL PEÑON,"{""city_code"": 258, ""city_name"": ""EL PEÑON"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
481,CUNDINAMARCA-EL ROSAL,"{""city_code"": 260, ""city_name"": ""EL ROSAL"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
482,CUNDINAMARCA-FACATATIVA,"{""city_code"": 269, ""city_name"": ""FACATATIVA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
483,CUNDINAMARCA-FOMEQUE,"{""city_code"": 279, ""city_name"": ""FOMEQUE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
484,CUNDINAMARCA-FOSCA,"{""city_code"": 281, ""city_name"": ""FOSCA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
485,CUNDINAMARCA-FUNZA,"{""city_code"": 286, ""city_name"": ""FUNZA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
486,CUNDINAMARCA-FUQUENE,"{""city_code"": 288, ""city_name"": ""FUQUENE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
487,CUNDINAMARCA-FUSAGASUGA,"{""city_code"": 290, ""city_name"": ""FUSAGASUGA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
488,CUNDINAMARCA-GACHALA,"{""city_code"": 293, ""city_name"": ""GACHALA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
489,CUNDINAMARCA-GACHANCIPA,"{""city_code"": 295, ""city_name"": ""GACHANCIPA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
490,CUNDINAMARCA-GACHETA,"{""city_code"": 297, ""city_name"": ""GACHETA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
491,CUNDINAMARCA-GAMA,"{""city_code"": 299, ""city_name"": ""GAMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
492,CUNDINAMARCA-GIRARDOT,"{""city_code"": 307, ""city_name"": ""GIRARDOT"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
493,CUNDINAMARCA-GRANADA,"{""city_code"": 312, ""city_name"": ""GRANADA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
494,CUNDINAMARCA-GUACHETA,"{""city_code"": 317, ""city_name"": ""GUACHETA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
495,CUNDINAMARCA-GUADUAS,"{""city_code"": 320, ""city_name"": ""GUADUAS"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
496,CUNDINAMARCA-GUASCA,"{""city_code"": 322, ""city_name"": ""GUASCA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
497,CUNDINAMARCA-GUATAQUI,"{""city_code"": 324, ""city_name"": ""GUATAQUI"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
498,CUNDINAMARCA-GUATAVITA,"{""city_code"": 326, ""city_name"": ""GUATAVITA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
499,CUNDINAMARCA-GUAYABAL DE SIQUIMA,"{""city_code"": 328, ""city_name"": ""GUAYABAL DE SIQUIMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
500,CUNDINAMARCA-GUAYABETAL,"{""city_code"": 335, ""city_name"": ""GUAYABETAL"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
501,CUNDINAMARCA-GUTIERREZ,"{""city_code"": 339, ""city_name"": ""GUTIERREZ"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
502,CUNDINAMARCA-JERUSALEN,"{""city_code"": 368, ""city_name"": ""JERUSALEN"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
503,CUNDINAMARCA-JUNIN,"{""city_code"": 372, ""city_name"": ""JUNIN"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
504,CUNDINAMARCA-LA CALERA,"{""city_code"": 377, ""city_name"": ""LA CALERA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
505,CUNDINAMARCA-LA MESA,"{""city_code"": 386, ""city_name"": ""LA MESA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
506,CUNDINAMARCA-LA PALMA,"{""city_code"": 394, ""city_name"": ""LA PALMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
507,CUNDINAMARCA-LA PEÑA,"{""city_code"": 398, ""city_name"": ""LA PEÑA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
508,CUNDINAMARCA-LA VEGA,"{""city_code"": 402, ""city_name"": ""LA VEGA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
509,CUNDINAMARCA-LENGUAZAQUE,"{""city_code"": 407, ""city_name"": ""LENGUAZAQUE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
510,CUNDINAMARCA-MACHETA,"{""city_code"": 426, ""city_name"": ""MACHETA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
511,CUNDINAMARCA-MADRID,"{""city_code"": 430, ""city_name"": ""MADRID"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
512,CUNDINAMARCA-MANTA,"{""city_code"": 436, ""city_name"": ""MANTA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
513,CUNDINAMARCA-MEDINA,"{""city_code"": 438, ""city_name"": ""MEDINA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
514,CUNDINAMARCA-MOSQUERA,"{""city_code"": 473, ""city_name"": ""MOSQUERA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
515,CUNDINAMARCA-NARIÑO,"{""city_code"": 483, ""city_name"": ""NARIÑO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
516,CUNDINAMARCA-NEMOCON,"{""city_code"": 486, ""city_name"": ""NEMOCON"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
517,CUNDINAMARCA-NILO,"{""city_code"": 488, ""city_name"": ""NILO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
518,CUNDINAMARCA-NIMAIMA,"{""city_code"": 489, ""city_name"": ""NIMAIMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
519,CUNDINAMARCA-NOCAIMA,"{""city_code"": 491, ""city_name"": ""NOCAIMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
520,CUNDINAMARCA-VENECIA,"{""city_code"": 506, ""city_name"": ""VENECIA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
521,CUNDINAMARCA-PACHO,"{""city_code"": 513, ""city_name"": ""PACHO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
522,CUNDINAMARCA-PAIME,"{""city_code"": 518, ""city_name"": ""PAIME"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
523,CUNDINAMARCA-PANDI,"{""city_code"": 524, ""city_name"": ""PANDI"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
524,CUNDINAMARCA-PARATEBUENO,"{""city_code"": 530, ""city_name"": ""PARATEBUENO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
525,CUNDINAMARCA-PASCA,"{""city_code"": 535, ""city_name"": ""PASCA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
526,CUNDINAMARCA-PUERTO SALGAR,"{""city_code"": 572, ""city_name"": ""PUERTO SALGAR"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
527,CUNDINAMARCA-PULI,"{""city_code"": 580, ""city_name"": ""PULI"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
528,CUNDINAMARCA-QUEBRADANEGRA,"{""city_code"": 592, ""city_name"": ""QUEBRADANEGRA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
529,CUNDINAMARCA-QUETAME,"{""city_code"": 594, ""city_name"": ""QUETAME"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
530,CUNDINAMARCA-QUIPILE,"{""city_code"": 596, ""city_name"": ""QUIPILE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
531,CUNDINAMARCA-APULO,"{""city_code"": 599, ""city_name"": ""APULO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
532,CUNDINAMARCA-RICAURTE,"{""city_code"": 612, ""city_name"": ""RICAURTE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
533,CUNDINAMARCA-SAN ANTONIO DEL TEQUENDAMA,"{""city_code"": 645, ""city_name"": ""SAN ANTONIO DEL TEQUENDAMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
534,CUNDINAMARCA-SAN BERNARDO,"{""city_code"": 649, ""city_name"": ""SAN BERNARDO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
535,CUNDINAMARCA-SAN CAYETANO,"{""city_code"": 653, ""city_name"": ""SAN CAYETANO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
536,CUNDINAMARCA-SAN FRANCISCO,"{""city_code"": 658, ""city_name"": ""SAN FRANCISCO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
537,CUNDINAMARCA-SAN JUAN DE RIO SECO,"{""city_code"": 662, ""city_name"": ""SAN JUAN DE RIO SECO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
538,CUNDINAMARCA-SASAIMA,"{""city_code"": 718, ""city_name"": ""SASAIMA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
539,CUNDINAMARCA-SESQUILE,"{""city_code"": 736, ""city_name"": ""SESQUILE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
540,CUNDINAMARCA-SIBATE,"{""city_code"": 740, ""city_name"": ""SIBATE"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
541,CUNDINAMARCA-SILVANIA,"{""city_code"": 743, ""city_name"": ""SILVANIA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
542,CUNDINAMARCA-SIMIJACA,"{""city_code"": 745, ""city_name"": ""SIMIJACA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
543,CUNDINAMARCA-SOACHA,"{""city_code"": 754, ""city_name"": ""SOACHA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
546,CUNDINAMARCA-SUESCA,"{""city_code"": 772, ""city_name"": ""SUESCA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
547,CUNDINAMARCA-SUPATA,"{""city_code"": 777, ""city_name"": ""SUPATA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
548,CUNDINAMARCA-SUSA,"{""city_code"": 779, ""city_name"": ""SUSA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
549,CUNDINAMARCA-SUTATAUSA,"{""city_code"": 781, ""city_name"": ""SUTATAUSA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
550,CUNDINAMARCA-TABIO,"{""city_code"": 785, ""city_name"": ""TABIO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
551,CUNDINAMARCA-TAUSA,"{""city_code"": 793, ""city_name"": ""TAUSA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
552,CUNDINAMARCA-TENA,"{""city_code"": 797, ""city_name"": ""TENA"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
553,CUNDINAMARCA-TENJO,"{""city_code"": 799, ""city_name"": ""TENJO"", ""department_code"": 25, ""department_name"": ""CUNDINAMARCA""}"
