"city","name","data"
179,BOLIVAR-SAN FERNANDO,"{""city_code"": 650, ""city_name"": ""SAN FERNANDO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
180,BOLIVAR-SAN JACINTO,"{""city_code"": 654, ""city_name"": ""SAN JACINTO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
181,BOLIVAR-SAN JACINTO DEL CAUCA,"{""city_code"": 655, ""city_name"": ""SAN JACINTO DEL CAUCA"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
182,BOLIVAR-SAN JUAN NEPOMUCENO,"{""city_code"": 657, ""city_name"": ""SAN JUAN NEPOMUCENO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
183,BOLIVAR-SAN MARTIN DE LOBA,"{""city_code"": 667, ""city_name"": ""SAN MARTIN DE LOBA"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
184,BOLIVAR-SAN PABLO,"{""city_code"": 670, ""city_name"": ""SAN PABLO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
185,BOLIVAR-SANTA CATALINA,"{""city_code"": 673, ""city_name"": ""SANTA CATALINA"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
186,BOLIVAR-SANTA ROSA,"{""city_code"": 683, ""city_name"": ""SANTA ROSA"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
187,BOLIVAR-SANTA ROSA DEL SUR,"{""city_code"": 688, ""city_name"": ""SANTA ROSA DEL SUR"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
188,BOLIVAR-SIMITI,"{""city_code"": 744, ""city_name"": ""SIMITI"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
189,BOLIVAR-SOPLAVIENTO,"{""city_code"": 760, ""city_name"": ""SOPLAVIENTO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
190,BOLIVAR-TALAIGUA NUEVO,"{""city_code"": 780, ""city_name"": ""TALAIGUA NUEVO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
191,BOLIVAR-TIQUISIO,"{""city_code"": 810, ""city_name"": ""TIQUISIO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
192,BOLIVAR-TURBACO,"{""city_code"": 836, ""city_name"": ""TURBACO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
193,BOLIVAR-TURBANA,"{""city_code"": 838, ""city_name"": ""TURBANA"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
194,BOLIVAR-VILLANUEVA,"{""city_code"": 873, ""city_name"": ""VILLANUEVA"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
195,BOLIVAR-ZAMBRANO,"{""city_code"": 894, ""city_name"": ""ZAMBRANO"", ""department_code"": 13, ""department_name"": ""BOLIVAR""}"
196,BOYACA-TUNJA,"{""city_code"": 1, ""city_name"": ""TUNJA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
197,BOYACA-ALMEIDA,"{""city_code"": 22, ""city_name"": ""ALMEIDA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
198,BOYACA-AQUITANIA,"{""city_code"": 47, ""city_name"": ""AQUITANIA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
199,BOYACA-ARCABUCO,"{""city_code"": 51, ""city_name"": ""ARCABUCO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
200,BOYACA-BELEN,"{""city_code"": 87, ""city_name"": ""BELEN"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
201,BOYACA-BERBEO,"{""city_code"": 90, ""city_name"": ""BERBEO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
202,BOYACA-BETEITIVA,"{""city_code"": 92, ""city_name"": ""BETEITIVA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
203,BOYACA-BOAVITA,"{""city_code"": 97, ""city_name"": ""BOAVITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
204,BOYACA-BOYACA,"{""city_code"": 104, ""city_name"": ""BOYACA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
205,BOYACA-BRICEÑO,"{""city_code"": 106, ""city_name"": ""BRICEÑO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
206,BOYACA-BUENAVISTA,"{""city_code"": 109, ""city_name"": ""BUENAVISTA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
207,BOYACA-BUSBANZA,"{""city_code"": 114, ""city_name"": ""BUSBANZA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
208,BOYACA-CALDAS,"{""city_code"": 131, ""city_name"": ""CALDAS"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
209,BOYACA-CAMPOHERMOSO,"{""city_code"": 135, ""city_name"": ""CAMPOHERMOSO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
210,BOYACA-CERINZA,"{""city_code"": 162, ""city_name"": ""CERINZA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
211,BOYACA-CHINAVITA,"{""city_code"": 172, ""city_name"": ""CHINAVITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
212,BOYACA-CHIQUINQUIRA,"{""city_code"": 176, ""city_name"": ""CHIQUINQUIRA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
213,BOYACA-CHISCAS,"{""city_code"": 180, ""city_name"": ""CHISCAS"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
214,BOYACA-CHITA,"{""city_code"": 183, ""city_name"": ""CHITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
215,BOYACA-CHITARAQUE,"{""city_code"": 185, ""city_name"": ""CHITARAQUE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
216,BOYACA-CHIVATA,"{""city_code"": 187, ""city_name"": ""CHIVATA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
217,BOYACA-CIENEGA,"{""city_code"": 189, ""city_name"": ""CIENEGA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
218,BOYACA-COMBITA,"{""city_code"": 204, ""city_name"": ""COMBITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
219,BOYACA-COPER,"{""city_code"": 212, ""city_name"": ""COPER"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
220,BOYACA-CORRALES,"{""city_code"": 215, ""city_name"": ""CORRALES"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
221,BOYACA-COVARACHIA,"{""city_code"": 218, ""city_name"": ""COVARACHIA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
222,BOYACA-CUBARA,"{""city_code"": 223, ""city_name"": ""CUBARA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
223,BOYACA-CUCAITA,"{""city_code"": 224, ""city_name"": ""CUCAITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
224,BOYACA-CUITIVA,"{""city_code"": 226, ""city_name"": ""CUITIVA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
225,BOYACA-CHIQUIZA,"{""city_code"": 232, ""city_name"": ""CHIQUIZA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
226,BOYACA-CHIVOR,"{""city_code"": 236, ""city_name"": ""CHIVOR"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
227,BOYACA-DUITAMA,"{""city_code"": 238, ""city_name"": ""DUITAMA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
228,BOYACA-EL COCUY,"{""city_code"": 244, ""city_name"": ""EL COCUY"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
229,BOYACA-EL ESPINO,"{""city_code"": 248, ""city_name"": ""EL ESPINO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
230,BOYACA-FIRAVITOBA,"{""city_code"": 272, ""city_name"": ""FIRAVITOBA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
231,BOYACA-FLORESTA,"{""city_code"": 276, ""city_name"": ""FLORESTA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
232,BOYACA-GACHANTIVA,"{""city_code"": 293, ""city_name"": ""GACHANTIVA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
233,BOYACA-GAMEZA,"{""city_code"": 296, ""city_name"": ""GAMEZA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
234,BOYACA-GARAGOA,"{""city_code"": 299, ""city_name"": ""GARAGOA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
235,BOYACA-GUACAMAYAS,"{""city_code"": 317, ""city_name"": ""GUACAMAYAS"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
236,BOYACA-GUATEQUE,"{""city_code"": 322, ""city_name"": ""GUATEQUE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
237,BOYACA-GUAYATA,"{""city_code"": 325, ""city_name"": ""GUAYATA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
238,BOYACA-GsICAN,"{""city_code"": 332, ""city_name"": ""GsICAN"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
239,BOYACA-IZA,"{""city_code"": 362, ""city_name"": ""IZA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
240,BOYACA-JENESANO,"{""city_code"": 367, ""city_name"": ""JENESANO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
241,BOYACA-JERICO,"{""city_code"": 368, ""city_name"": ""JERICO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
242,BOYACA-LABRANZAGRANDE,"{""city_code"": 377, ""city_name"": ""LABRANZAGRANDE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
243,BOYACA-LA CAPILLA,"{""city_code"": 380, ""city_name"": ""LA CAPILLA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
244,BOYACA-LA VICTORIA,"{""city_code"": 401, ""city_name"": ""LA VICTORIA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
245,BOYACA-LA UVITA,"{""city_code"": 403, ""city_name"": ""LA UVITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
246,BOYACA-VILLA DE LEYVA,"{""city_code"": 407, ""city_name"": ""VILLA DE LEYVA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
247,BOYACA-MACANAL,"{""city_code"": 425, ""city_name"": ""MACANAL"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
248,BOYACA-MARIPI,"{""city_code"": 442, ""city_name"": ""MARIPI"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
249,BOYACA-MIRAFLORES,"{""city_code"": 455, ""city_name"": ""MIRAFLORES"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
250,BOYACA-MONGUA,"{""city_code"": 464, ""city_name"": ""MONGUA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
251,BOYACA-MONGUI,"{""city_code"": 466, ""city_name"": ""MONGUI"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
252,BOYACA-MONIQUIRA,"{""city_code"": 469, ""city_name"": ""MONIQUIRA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
253,BOYACA-MOTAVITA,"{""city_code"": 476, ""city_name"": ""MOTAVITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
254,BOYACA-MUZO,"{""city_code"": 480, ""city_name"": ""MUZO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
255,BOYACA-NOBSA,"{""city_code"": 491, ""city_name"": ""NOBSA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
256,BOYACA-NUEVO COLON,"{""city_code"": 494, ""city_name"": ""NUEVO COLON"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
257,BOYACA-OICATA,"{""city_code"": 500, ""city_name"": ""OICATA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
258,BOYACA-OTANCHE,"{""city_code"": 507, ""city_name"": ""OTANCHE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
259,BOYACA-PACHAVITA,"{""city_code"": 511, ""city_name"": ""PACHAVITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
260,BOYACA-PAEZ,"{""city_code"": 514, ""city_name"": ""PAEZ"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
261,BOYACA-PAIPA,"{""city_code"": 516, ""city_name"": ""PAIPA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
262,BOYACA-PAJARITO,"{""city_code"": 518, ""city_name"": ""PAJARITO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
263,BOYACA-PANQUEBA,"{""city_code"": 522, ""city_name"": ""PANQUEBA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
264,BOYACA-PAUNA,"{""city_code"": 531, ""city_name"": ""PAUNA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
265,BOYACA-PAYA,"{""city_code"": 533, ""city_name"": ""PAYA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
266,BOYACA-PAZ DE RIO,"{""city_code"": 537, ""city_name"": ""PAZ DE RIO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
267,BOYACA-PESCA,"{""city_code"": 542, ""city_name"": ""PESCA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
268,BOYACA-PISBA,"{""city_code"": 550, ""city_name"": ""PISBA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
269,BOYACA-PUERTO BOYACA,"{""city_code"": 572, ""city_name"": ""PUERTO BOYACA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
270,BOYACA-QUIPAMA,"{""city_code"": 580, ""city_name"": ""QUIPAMA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
271,BOYACA-RAMIRIQUI,"{""city_code"": 599, ""city_name"": ""RAMIRIQUI"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
272,BOYACA-RAQUIRA,"{""city_code"": 600, ""city_name"": ""RAQUIRA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
273,BOYACA-RONDON,"{""city_code"": 621, ""city_name"": ""RONDON"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
274,BOYACA-SABOYA,"{""city_code"": 632, ""city_name"": ""SABOYA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
275,BOYACA-SACHICA,"{""city_code"": 638, ""city_name"": ""SACHICA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
276,BOYACA-SAMACA,"{""city_code"": 646, ""city_name"": ""SAMACA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
277,BOYACA-SAN EDUARDO,"{""city_code"": 660, ""city_name"": ""SAN EDUARDO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
278,BOYACA-SAN JOSE DE PARE,"{""city_code"": 664, ""city_name"": ""SAN JOSE DE PARE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
279,BOYACA-SAN LUIS DE GACENO,"{""city_code"": 667, ""city_name"": ""SAN LUIS DE GACENO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
280,BOYACA-SAN MATEO,"{""city_code"": 673, ""city_name"": ""SAN MATEO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
281,BOYACA-SAN MIGUEL DE SEMA,"{""city_code"": 676, ""city_name"": ""SAN MIGUEL DE SEMA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
282,BOYACA-SAN PABLO DE BORBUR,"{""city_code"": 681, ""city_name"": ""SAN PABLO DE BORBUR"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
283,BOYACA-SANTANA,"{""city_code"": 686, ""city_name"": ""SANTANA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
284,BOYACA-SANTA MARIA,"{""city_code"": 690, ""city_name"": ""SANTA MARIA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
285,BOYACA-SANTA ROSA DE VITERBO,"{""city_code"": 693, ""city_name"": ""SANTA ROSA DE VITERBO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
286,BOYACA-SANTA SOFIA,"{""city_code"": 696, ""city_name"": ""SANTA SOFIA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
287,BOYACA-SATIVANORTE,"{""city_code"": 720, ""city_name"": ""SATIVANORTE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
288,BOYACA-SATIVASUR,"{""city_code"": 723, ""city_name"": ""SATIVASUR"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
289,BOYACA-SIACHOQUE,"{""city_code"": 740, ""city_name"": ""SIACHOQUE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
290,BOYACA-SOATA,"{""city_code"": 753, ""city_name"": ""SOATA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
291,BOYACA-SOCOTA,"{""city_code"": 755, ""city_name"": ""SOCOTA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
292,BOYACA-SOCHA,"{""city_code"": 757, ""city_name"": ""SOCHA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
293,BOYACA-SOGAMOSO,"{""city_code"": 759, ""city_name"": ""SOGAMOSO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
294,BOYACA-SOMONDOCO,"{""city_code"": 761, ""city_name"": ""SOMONDOCO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
295,BOYACA-SORA,"{""city_code"": 762, ""city_name"": ""SORA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
296,BOYACA-SOTAQUIRA,"{""city_code"": 763, ""city_name"": ""SOTAQUIRA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
297,BOYACA-SORACA,"{""city_code"": 764, ""city_name"": ""SORACA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
298,BOYACA-SUSACON,"{""city_code"": 774, ""city_name"": ""SUSACON"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
299,BOYACA-SUTAMARCHAN,"{""city_code"": 776, ""city_name"": ""SUTAMARCHAN"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
300,BOYACA-SUTATENZA,"{""city_code"": 778, ""city_name"": ""SUTATENZA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
301,BOYACA-TASCO,"{""city_code"": 790, ""city_name"": ""TASCO"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
302,BOYACA-TENZA,"{""city_code"": 798, ""city_name"": ""TENZA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
303,BOYACA-TIBANA,"{""city_code"": 804, ""city_name"": ""TIBANA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
304,BOYACA-TIBASOSA,"{""city_code"": 806, ""city_name"": ""TIBASOSA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
305,BOYACA-TINJACA,"{""city_code"": 808, ""city_name"": ""TINJACA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
306,BOYACA-TIPACOQUE,"{""city_code"": 810, ""city_name"": ""TIPACOQUE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
307,BOYACA-TOCA,"{""city_code"": 814, ""city_name"": ""TOCA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
308,BOYACA-TOGsI,"{""city_code"": 816, ""city_name"": ""TOGsI"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
309,BOYACA-TOPAGA,"{""city_code"": 820, ""city_name"": ""TOPAGA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
310,BOYACA-TOTA,"{""city_code"": 822, ""city_name"": ""TOTA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
311,BOYACA-TUNUNGUA,"{""city_code"": 832, ""city_name"": ""TUNUNGUA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
312,BOYACA-TURMEQUE,"{""city_code"": 835, ""city_name"": ""TURMEQUE"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
313,BOYACA-TUTA,"{""city_code"": 837, ""city_name"": ""TUTA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
314,BOYACA-TUTAZA,"{""city_code"": 839, ""city_name"": ""TUTAZA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
315,BOYACA-UMBITA,"{""city_code"": 842, ""city_name"": ""UMBITA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
316,BOYACA-VENTAQUEMADA,"{""city_code"": 861, ""city_name"": ""VENTAQUEMADA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
317,BOYACA-VIRACACHA,"{""city_code"": 879, ""city_name"": ""VIRACACHA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
318,BOYACA-ZETAQUIRA,"{""city_code"": 897, ""city_name"": ""ZETAQUIRA"", ""department_code"": 15, ""department_name"": ""BOYACA""}"
319,CALDAS-MANIZALES,"{""city_code"": 1, ""city_name"": ""MANIZALES"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
320,CALDAS-AGUADAS,"{""city_code"": 13, ""city_name"": ""AGUADAS"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
321,CALDAS-ANSERMA,"{""city_code"": 42, ""city_name"": ""ANSERMA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
322,CALDAS-ARANZAZU,"{""city_code"": 50, ""city_name"": ""ARANZAZU"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
323,CALDAS-BELALCAZAR,"{""city_code"": 88, ""city_name"": ""BELALCAZAR"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
324,CALDAS-CHINCHINA,"{""city_code"": 174, ""city_name"": ""CHINCHINA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
325,CALDAS-FILADELFIA,"{""city_code"": 272, ""city_name"": ""FILADELFIA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
326,CALDAS-LA DORADA,"{""city_code"": 380, ""city_name"": ""LA DORADA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
327,CALDAS-LA MERCED,"{""city_code"": 388, ""city_name"": ""LA MERCED"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
328,CALDAS-MANZANARES,"{""city_code"": 433, ""city_name"": ""MANZANARES"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
329,CALDAS-MARMATO,"{""city_code"": 442, ""city_name"": ""MARMATO"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
330,CALDAS-MARQUETALIA,"{""city_code"": 444, ""city_name"": ""MARQUETALIA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
331,CALDAS-MARULANDA,"{""city_code"": 446, ""city_name"": ""MARULANDA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
332,CALDAS-NEIRA,"{""city_code"": 486, ""city_name"": ""NEIRA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
333,CALDAS-NORCASIA,"{""city_code"": 495, ""city_name"": ""NORCASIA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
334,CALDAS-PACORA,"{""city_code"": 513, ""city_name"": ""PACORA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
335,CALDAS-PALESTINA,"{""city_code"": 524, ""city_name"": ""PALESTINA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
336,CALDAS-PENSILVANIA,"{""city_code"": 541, ""city_name"": ""PENSILVANIA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
337,CALDAS-RIOSUCIO,"{""city_code"": 614, ""city_name"": ""RIOSUCIO"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
338,CALDAS-RISARALDA,"{""city_code"": 616, ""city_name"": ""RISARALDA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
339,CALDAS-SALAMINA,"{""city_code"": 653, ""city_name"": ""SALAMINA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
340,CALDAS-SAMANA,"{""city_code"": 662, ""city_name"": ""SAMANA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
341,CALDAS-SAN JOSE,"{""city_code"": 665, ""city_name"": ""SAN JOSE"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
342,CALDAS-SUPIA,"{""city_code"": 777, ""city_name"": ""SUPIA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
343,CALDAS-VICTORIA,"{""city_code"": 867, ""city_name"": ""VICTORIA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
344,CALDAS-VILLAMARIA,"{""city_code"": 873, ""city_name"": ""VILLAMARIA"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
345,CALDAS-VITERBO,"{""city_code"": 877, ""city_name"": ""VITERBO"", ""department_code"": 17, ""department_name"": ""CALDAS""}"
346,CAQUETA-FLORENCIA,"{""city_code"": 1, ""city_name"": ""FLORENCIA"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
347,CAQUETA-ALBANIA,"{""city_code"": 29, ""city_name"": ""ALBANIA"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
348,CAQUETA-BELEN DE LOS ANDAQUIES,"{""city_code"": 94, ""city_name"": ""BELEN DE LOS ANDAQUIES"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
349,CAQUETA-CARTAGENA DEL CHAIRA,"{""city_code"": 150, ""city_name"": ""CARTAGENA DEL CHAIRA"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
350,CAQUETA-CURILLO,"{""city_code"": 205, ""city_name"": ""CURILLO"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
351,CAQUETA-EL DONCELLO,"{""city_code"": 247, ""city_name"": ""EL DONCELLO"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
352,CAQUETA-EL PAUJIL,"{""city_code"": 256, ""city_name"": ""EL PAUJIL"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
353,CAQUETA-LA MONTAÑITA,"{""city_code"": 410, ""city_name"": ""LA MONTAÑITA"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
354,CAQUETA-MILAN,"{""city_code"": 460, ""city_name"": ""MILAN"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
355,CAQUETA-MORELIA,"{""city_code"": 479, ""city_name"": ""MORELIA"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
356,CAQUETA-PUERTO RICO,"{""city_code"": 592, ""city_name"": ""PUERTO RICO"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
357,CAQUETA-SAN JOSE DEL FRAGUA,"{""city_code"": 610, ""city_name"": ""SAN JOSE DEL FRAGUA"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
358,CAQUETA-SAN VICENTE DEL CAGUAN,"{""city_code"": 753, ""city_name"": ""SAN VICENTE DEL CAGUAN"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
359,CAQUETA-SOLANO,"{""city_code"": 756, ""city_name"": ""SOLANO"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
360,CAQUETA-SOLITA,"{""city_code"": 785, ""city_name"": ""SOLITA"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
361,CAQUETA-VALPARAISO,"{""city_code"": 860, ""city_name"": ""VALPARAISO"", ""department_code"": 18, ""department_name"": ""CAQUETA""}"
362,CAUCA-POPAYAN,"{""city_code"": 1, ""city_name"": ""POPAYAN"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
363,CAUCA-ALMAGUER,"{""city_code"": 22, ""city_name"": ""ALMAGUER"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
364,CAUCA-ARGELIA,"{""city_code"": 50, ""city_name"": ""ARGELIA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
365,CAUCA-BALBOA,"{""city_code"": 75, ""city_name"": ""BALBOA"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
366,CAUCA-BOLIVAR,"{""city_code"": 100, ""city_name"": ""BOLIVAR"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
367,CAUCA-BUENOS AIRES,"{""city_code"": 110, ""city_name"": ""BUENOS AIRES"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
368,CAUCA-CAJIBIO,"{""city_code"": 130, ""city_name"": ""CAJIBIO"", ""department_code"": 19, ""department_name"": ""CAUCA""}"
