instance,distance_method,optimization_variable,city,date,alpha,iteration,objective_value,vt_labors,extra_time,dist
instAD2,haversine,hybrid,149,2026-01-06,0.0,684,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,752,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,821,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,889,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,957,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,1026,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,1094,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,1163,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,1231,68,68,1457.9,198.43
instAD2,haversine,hybrid,149,2026-01-06,0.0,1300,68,68,1457.9,198.43
instAD2,haversine,hybrid,1,2026-01-06,0.0,52,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,105,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,157,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,210,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,263,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,315,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,368,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,421,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,473,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,526,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,578,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,631,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,684,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,736,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,789,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,842,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,894,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,947,27,27,597.2,63.9
instAD2,haversine,hybrid,1,2026-01-06,0.0,1000,27,27,597.2,63.9
instAD2,haversine,hybrid,126,2026-01-06,0.0,7,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,15,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,23,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,31,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,39,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,47,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,55,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,63,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,71,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,78,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,86,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,94,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,102,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,110,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,118,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,126,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,134,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,142,6,6,30.0,46.83
instAD2,haversine,hybrid,126,2026-01-06,0.0,150,6,6,30.0,46.83
instAD2,haversine,hybrid,150,2026-01-06,0.0,7,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,15,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,23,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,31,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,39,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,47,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,55,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,63,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,71,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,78,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,86,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,94,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,102,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,110,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,118,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,126,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,134,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,142,5,5,120.0,33.08
instAD2,haversine,hybrid,150,2026-01-06,0.0,150,5,5,120.0,33.08
instAD2,haversine,hybrid,844,2026-01-06,0.0,7,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,15,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,23,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,31,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,39,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,47,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,55,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,63,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,71,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,78,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,86,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,94,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,102,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,110,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,118,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,126,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,134,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,142,1,1,0.0,2.56
instAD2,haversine,hybrid,844,2026-01-06,0.0,150,1,1,0.0,2.56
instAD2,haversine,hybrid,830,2026-01-06,0.0,7,3,3,120.0,8.73
instAD2,haversine,hybrid,830,2026-01-06,0.0,15,3,3,120.0,8.73
instAD2,haversine,hybrid,830,2026-01-06,0.0,23,3,3,120.0,8.73
instAD2,haversine,hybrid,830,2026-01-06,0.0,31,3,3,120.0,8.73
instAD2,haversine,hybrid,830,2026-01-06,0.0,39,3,3,120.0,8.73
instAD2,haversine,hybrid,830,2026-01-06,0.0,47,3,3,120.0,8.73
instAD2,haversine,hybrid,830,2026-01-06,0.0,55,3,3,120.0,8.73
instAD2,haversine,hybrid,830,2026-01-06,0.0,63,3,3,120.0,8.73
