optimization_variable,city,date,alpha,iteration,vt_labors,extra_time,dist
hybrid,150,2026-01-11,0.4,118,5,81.2,17.59
hybrid,150,2026-01-11,0.4,126,5,81.2,17.59
hybrid,150,2026-01-11,0.4,134,5,81.2,17.59
hybrid,150,2026-01-11,0.4,142,5,81.2,17.59
hybrid,150,2026-01-11,0.4,150,5,81.2,17.59
hybrid,844,2026-01-11,0.4,7,5,52.9,11.53
hybrid,844,2026-01-11,0.4,15,5,52.9,11.53
hybrid,844,2026-01-11,0.4,23,5,52.9,11.53
hybrid,844,2026-01-11,0.4,31,5,52.9,11.53
hybrid,844,2026-01-11,0.4,39,5,52.9,11.53
hybrid,844,2026-01-11,0.4,47,5,52.9,11.53
hybrid,844,2026-01-11,0.4,55,5,52.9,11.53
hybrid,844,2026-01-11,0.4,63,5,52.9,11.53
hybrid,844,2026-01-11,0.4,71,5,52.9,11.53
hybrid,844,2026-01-11,0.4,78,5,52.9,11.53
hybrid,844,2026-01-11,0.4,86,5,52.9,11.53
hybrid,844,2026-01-11,0.4,94,5,52.9,11.53
hybrid,844,2026-01-11,0.4,102,5,52.9,11.53
hybrid,844,2026-01-11,0.4,110,5,52.9,11.53
hybrid,844,2026-01-11,0.4,118,5,52.9,11.53
hybrid,844,2026-01-11,0.4,126,5,52.9,11.53
hybrid,844,2026-01-11,0.4,134,5,52.9,11.53
hybrid,844,2026-01-11,0.4,142,5,52.9,11.53
hybrid,844,2026-01-11,0.4,150,5,52.9,11.53
hybrid,830,2026-01-11,0.4,7,1,0.0,7.77
hybrid,830,2026-01-11,0.4,15,1,0.0,7.77
hybrid,830,2026-01-11,0.4,23,1,0.0,7.77
hybrid,830,2026-01-11,0.4,31,1,0.0,7.77
hybrid,830,2026-01-11,0.4,39,1,0.0,7.77
hybrid,830,2026-01-11,0.4,47,1,0.0,7.77
hybrid,830,2026-01-11,0.4,55,1,0.0,7.77
hybrid,830,2026-01-11,0.4,63,1,0.0,7.77
hybrid,830,2026-01-11,0.4,71,1,0.0,7.77
hybrid,830,2026-01-11,0.4,78,1,0.0,7.77
hybrid,830,2026-01-11,0.4,86,1,0.0,7.77
hybrid,830,2026-01-11,0.4,94,1,0.0,7.77
hybrid,830,2026-01-11,0.4,102,1,0.0,7.77
hybrid,830,2026-01-11,0.4,110,1,0.0,7.77
hybrid,830,2026-01-11,0.4,118,1,0.0,7.77
hybrid,830,2026-01-11,0.4,126,1,0.0,7.77
hybrid,830,2026-01-11,0.4,134,1,0.0,7.77
hybrid,830,2026-01-11,0.4,142,1,0.0,7.77
hybrid,830,2026-01-11,0.4,150,1,0.0,7.77
hybrid,1004,2026-01-11,0.4,52,24,703.6,122.26
hybrid,1004,2026-01-11,0.4,105,24,543.4,134.89
hybrid,1004,2026-01-11,0.4,157,24,551.8,126.03
hybrid,1004,2026-01-11,0.4,210,24,501.2,134.77
hybrid,1004,2026-01-11,0.4,263,24,621.2,135.22
hybrid,1004,2026-01-11,0.4,315,24,742.4,132.24
hybrid,1004,2026-01-11,0.4,368,24,600.0,133.95
hybrid,1004,2026-01-11,0.4,421,24,705.3,142.71
hybrid,1004,2026-01-11,0.4,473,24,498.9,124.07
hybrid,1004,2026-01-11,0.4,526,24,684.7,135.19
hybrid,1004,2026-01-11,0.4,578,24,561.2,128.01
hybrid,1004,2026-01-11,0.4,631,24,682.4,123.91
hybrid,1004,2026-01-11,0.4,684,24,622.4,115.5
hybrid,1004,2026-01-11,0.4,736,24,611.8,141.78
hybrid,1004,2026-01-11,0.4,789,24,625.9,119.25
hybrid,1004,2026-01-11,0.4,842,24,597.7,145.82
hybrid,1004,2026-01-11,0.4,894,24,717.7,146.8
hybrid,1004,2026-01-11,0.4,947,24,718.6,138.83
hybrid,1004,2026-01-11,0.4,1000,24,714.7,153.58
hybrid,149,2026-01-05,0.5,68,73,1725.9,534.08
hybrid,149,2026-01-05,0.5,136,73,1492.2,552.5
hybrid,149,2026-01-05,0.5,205,73,1602.4,459.63
hybrid,149,2026-01-05,0.5,273,73,1533.2,567.45
hybrid,149,2026-01-05,0.5,342,73,1612.7,577.25
hybrid,149,2026-01-05,0.5,410,73,1615.8,452.13
hybrid,149,2026-01-05,0.5,478,73,1363.0,534.97
hybrid,149,2026-01-05,0.5,547,73,1650.4,554.31
hybrid,149,2026-01-05,0.5,615,73,1540.4,538.01
hybrid,149,2026-01-05,0.5,684,73,1594.5,570.79
hybrid,149,2026-01-05,0.5,752,73,1655.9,452.11
hybrid,149,2026-01-05,0.5,821,73,1617.8,523.83
hybrid,149,2026-01-05,0.5,889,73,1440.6,574.04
hybrid,149,2026-01-05,0.5,957,73,1611.4,536.29
hybrid,149,2026-01-05,0.5,1026,73,1598.2,475.25
hybrid,149,2026-01-05,0.5,1094,73,1589.7,517.47
hybrid,149,2026-01-05,0.5,1163,73,1596.1,525.33
hybrid,149,2026-01-05,0.5,1231,73,1685.6,506.84
hybrid,149,2026-01-05,0.5,1300,73,1536.9,481.4
hybrid,1,2026-01-05,0.5,52,26,393.7,78.02
hybrid,1,2026-01-05,0.5,105,26,394.0,79.58
hybrid,1,2026-01-05,0.5,157,26,424.0,72.95
hybrid,1,2026-01-05,0.5,210,26,394.0,77.55
hybrid,1,2026-01-05,0.5,263,26,394.0,78.97
hybrid,1,2026-01-05,0.5,315,26,423.7,72.5
hybrid,1,2026-01-05,0.5,368,26,419.1,85.5
hybrid,1,2026-01-05,0.5,421,26,394.0,98.19
hybrid,1,2026-01-05,0.5,473,26,389.1,95.81
hybrid,1,2026-01-05,0.5,526,26,454.0,74.1
hybrid,1,2026-01-05,0.5,578,26,423.7,89.81
hybrid,1,2026-01-05,0.5,631,26,393.7,70.73
hybrid,1,2026-01-05,0.5,684,26,423.7,76.04
hybrid,1,2026-01-05,0.5,736,26,423.7,79.02
hybrid,1,2026-01-05,0.5,789,26,449.1,76.48
hybrid,1,2026-01-05,0.5,842,26,394.0,77.69
hybrid,1,2026-01-05,0.5,894,26,389.1,86.92
hybrid,1,2026-01-05,0.5,947,26,424.0,76.63
hybrid,1,2026-01-05,0.5,1000,26,423.7,75.41
hybrid,126,2026-01-05,0.5,7,8,268.0,25.35
hybrid,126,2026-01-05,0.5,15,8,268.0,25.35
hybrid,126,2026-01-05,0.5,23,8,268.0,25.35
hybrid,126,2026-01-05,0.5,31,8,268.0,25.35
hybrid,126,2026-01-05,0.5,39,8,268.0,25.35
hybrid,126,2026-01-05,0.5,47,8,268.0,25.35
hybrid,126,2026-01-05,0.5,55,8,268.0,25.35
hybrid,126,2026-01-05,0.5,63,8,268.0,25.35
hybrid,126,2026-01-05,0.5,71,8,268.0,25.35
hybrid,126,2026-01-05,0.5,78,8,268.0,25.35
hybrid,126,2026-01-05,0.5,86,8,268.0,25.35
hybrid,126,2026-01-05,0.5,94,8,268.0,25.35
hybrid,126,2026-01-05,0.5,102,8,268.0,25.35
hybrid,126,2026-01-05,0.5,110,8,268.0,25.35
hybrid,126,2026-01-05,0.5,118,8,268.0,25.35
hybrid,126,2026-01-05,0.5,126,8,268.0,25.35
hybrid,126,2026-01-05,0.5,134,8,268.0,25.35
hybrid,126,2026-01-05,0.5,142,8,268.0,25.35
hybrid,126,2026-01-05,0.5,150,8,268.0,25.35
hybrid,150,2026-01-05,0.5,7,4,30.0,12.51
hybrid,150,2026-01-05,0.5,15,4,30.0,12.51
hybrid,150,2026-01-05,0.5,23,4,30.0,12.51
hybrid,150,2026-01-05,0.5,31,4,30.0,12.51
hybrid,150,2026-01-05,0.5,39,4,30.0,12.51
hybrid,150,2026-01-05,0.5,47,4,30.0,12.51
hybrid,150,2026-01-05,0.5,55,4,30.0,12.51
hybrid,150,2026-01-05,0.5,63,4,30.0,12.51
hybrid,150,2026-01-05,0.5,71,4,30.0,12.51
hybrid,150,2026-01-05,0.5,78,4,30.0,12.51
hybrid,150,2026-01-05,0.5,86,4,30.0,12.51
hybrid,150,2026-01-05,0.5,94,4,30.0,12.51
hybrid,150,2026-01-05,0.5,102,4,30.0,12.51
hybrid,150,2026-01-05,0.5,110,4,30.0,12.51
hybrid,150,2026-01-05,0.5,118,4,30.0,12.51
hybrid,150,2026-01-05,0.5,126,4,30.0,12.51
hybrid,150,2026-01-05,0.5,134,4,30.0,12.51
hybrid,150,2026-01-05,0.5,142,4,30.0,12.51
hybrid,150,2026-01-05,0.5,150,4,30.0,12.51
hybrid,844,2026-01-05,0.5,7,5,144.1,29.72
hybrid,844,2026-01-05,0.5,15,5,144.1,29.72
hybrid,844,2026-01-05,0.5,23,5,144.1,29.72
hybrid,844,2026-01-05,0.5,31,5,144.1,29.72
hybrid,844,2026-01-05,0.5,39,5,144.1,29.72
hybrid,844,2026-01-05,0.5,47,5,144.1,29.72
hybrid,844,2026-01-05,0.5,55,5,144.1,29.72
hybrid,844,2026-01-05,0.5,63,5,144.1,29.72
hybrid,844,2026-01-05,0.5,71,5,144.1,29.72
hybrid,844,2026-01-05,0.5,78,5,144.1,29.72
hybrid,844,2026-01-05,0.5,86,5,144.1,29.72
hybrid,844,2026-01-05,0.5,94,5,144.1,29.72
hybrid,844,2026-01-05,0.5,102,5,144.1,29.72
hybrid,844,2026-01-05,0.5,110,5,144.1,29.72
hybrid,844,2026-01-05,0.5,118,5,144.1,29.72
hybrid,844,2026-01-05,0.5,126,5,144.1,29.72
hybrid,844,2026-01-05,0.5,134,5,144.1,29.72
hybrid,844,2026-01-05,0.5,142,5,144.1,29.72
hybrid,844,2026-01-05,0.5,150,5,144.1,29.72
hybrid,830,2026-01-05,0.5,7,1,0.0,6.92
hybrid,830,2026-01-05,0.5,15,1,0.0,6.92
hybrid,830,2026-01-05,0.5,23,1,0.0,6.92
hybrid,830,2026-01-05,0.5,31,1,0.0,6.92
hybrid,830,2026-01-05,0.5,39,1,0.0,6.92
hybrid,830,2026-01-05,0.5,47,1,0.0,6.92
hybrid,830,2026-01-05,0.5,55,1,0.0,6.92
hybrid,830,2026-01-05,0.5,63,1,0.0,6.92
hybrid,830,2026-01-05,0.5,71,1,0.0,6.92
hybrid,830,2026-01-05,0.5,78,1,0.0,6.92
hybrid,830,2026-01-05,0.5,86,1,0.0,6.92
hybrid,830,2026-01-05,0.5,94,1,0.0,6.92
hybrid,830,2026-01-05,0.5,102,1,0.0,6.92
hybrid,830,2026-01-05,0.5,110,1,0.0,6.92
hybrid,830,2026-01-05,0.5,118,1,0.0,6.92
hybrid,830,2026-01-05,0.5,126,1,0.0,6.92
hybrid,830,2026-01-05,0.5,134,1,0.0,6.92
hybrid,830,2026-01-05,0.5,142,1,0.0,6.92
hybrid,830,2026-01-05,0.5,150,1,0.0,6.92
hybrid,1004,2026-01-05,0.5,52,26,659.4,175.96
hybrid,1004,2026-01-05,0.5,105,26,791.9,171.73
hybrid,1004,2026-01-05,0.5,157,26,753.1,172.58
hybrid,1004,2026-01-05,0.5,210,26,693.1,170.07
hybrid,1004,2026-01-05,0.5,263,26,759.3,160.52
hybrid,1004,2026-01-05,0.5,315,26,641.3,175.52
hybrid,1004,2026-01-05,0.5,368,26,641.3,173.51
hybrid,1004,2026-01-05,0.5,421,26,672.4,199.3
hybrid,1004,2026-01-05,0.5,473,26,763.0,156.63
hybrid,1004,2026-01-05,0.5,526,26,759.3,157.45
hybrid,1004,2026-01-05,0.5,578,26,640.7,187.62
hybrid,1004,2026-01-05,0.5,631,26,759.3,156.14
hybrid,1004,2026-01-05,0.5,684,26,783.1,171.4
hybrid,1004,2026-01-05,0.5,736,26,730.7,169.35
hybrid,1004,2026-01-05,0.5,789,26,659.4,168.46
hybrid,1004,2026-01-05,0.5,842,26,639.3,159.43
hybrid,1004,2026-01-05,0.5,894,26,663.2,180.0
hybrid,1004,2026-01-05,0.5,947,26,761.3,168.76
hybrid,1004,2026-01-05,0.5,1000,26,759.3,175.59
hybrid,149,2026-01-06,0.5,68,68,1720.2,491.64
hybrid,149,2026-01-06,0.5,136,68,1685.7,505.44
hybrid,149,2026-01-06,0.5,205,68,1843.2,498.26
hybrid,149,2026-01-06,0.5,273,68,1710.0,565.88
hybrid,149,2026-01-06,0.5,342,68,1771.8,483.41
hybrid,149,2026-01-06,0.5,410,68,1438.1,515.13
hybrid,149,2026-01-06,0.5,478,68,1610.7,560.53
hybrid,149,2026-01-06,0.5,547,68,1627.8,507.86
hybrid,149,2026-01-06,0.5,615,68,1683.6,536.17
hybrid,149,2026-01-06,0.5,684,68,1566.7,502.62
hybrid,149,2026-01-06,0.5,752,68,1642.5,537.34
hybrid,149,2026-01-06,0.5,821,68,1651.3,570.55
hybrid,149,2026-01-06,0.5,889,68,1641.7,485.68
hybrid,149,2026-01-06,0.5,957,68,1529.9,541.64
hybrid,149,2026-01-06,0.5,1026,68,1691.1,585.24
hybrid,149,2026-01-06,0.5,1094,68,1893.8,473.2
hybrid,149,2026-01-06,0.5,1163,68,1797.0,585.6
hybrid,149,2026-01-06,0.5,1231,68,1690.0,510.46
hybrid,149,2026-01-06,0.5,1300,68,1800.2,483.8
hybrid,1,2026-01-06,0.5,52,27,559.9,101.19
hybrid,1,2026-01-06,0.5,105,27,657.7,110.62
hybrid,1,2026-01-06,0.5,157,27,567.7,119.57
hybrid,1,2026-01-06,0.5,210,27,506.7,108.91
hybrid,1,2026-01-06,0.5,263,27,639.2,124.01
hybrid,1,2026-01-06,0.5,315,27,590.7,91.02
hybrid,1,2026-01-06,0.5,368,27,559.9,109.68
hybrid,1,2026-01-06,0.5,421,27,639.2,121.61
hybrid,1,2026-01-06,0.5,473,27,597.2,101.06
hybrid,1,2026-01-06,0.5,526,27,589.9,98.46
hybrid,1,2026-01-06,0.5,578,27,500.7,119.08
hybrid,1,2026-01-06,0.5,631,27,573.8,109.12
hybrid,1,2026-01-06,0.5,684,27,442.0,107.08
hybrid,1,2026-01-06,0.5,736,27,529.9,106.13
hybrid,1,2026-01-06,0.5,789,27,626.7,114.05
hybrid,1,2026-01-06,0.5,842,27,582.8,107.13
hybrid,1,2026-01-06,0.5,894,27,559.9,106.11
hybrid,1,2026-01-06,0.5,947,27,725.5,111.85
hybrid,1,2026-01-06,0.5,1000,27,559.9,112.38
hybrid,126,2026-01-06,0.5,7,6,30.0,46.83
hybrid,126,2026-01-06,0.5,15,6,30.0,46.83
hybrid,126,2026-01-06,0.5,23,6,30.0,46.83
hybrid,126,2026-01-06,0.5,31,6,30.0,46.83
hybrid,126,2026-01-06,0.5,39,6,30.0,46.83
hybrid,126,2026-01-06,0.5,47,6,30.0,46.83
hybrid,126,2026-01-06,0.5,55,6,30.0,46.83
hybrid,126,2026-01-06,0.5,63,6,30.0,46.83
hybrid,126,2026-01-06,0.5,71,6,30.0,46.83
hybrid,126,2026-01-06,0.5,78,6,30.0,46.83
hybrid,126,2026-01-06,0.5,86,6,30.0,46.83
hybrid,126,2026-01-06,0.5,94,6,30.0,46.83
hybrid,126,2026-01-06,0.5,102,6,30.0,46.83
hybrid,126,2026-01-06,0.5,110,6,30.0,46.83
hybrid,126,2026-01-06,0.5,118,6,30.0,46.83
hybrid,126,2026-01-06,0.5,126,6,30.0,46.83
hybrid,126,2026-01-06,0.5,134,6,30.0,46.83
hybrid,126,2026-01-06,0.5,142,6,30.0,46.83
hybrid,126,2026-01-06,0.5,150,6,30.0,46.83
hybrid,150,2026-01-06,0.5,7,5,120.0,33.08
hybrid,150,2026-01-06,0.5,15,5,120.0,33.08
hybrid,150,2026-01-06,0.5,23,5,120.0,33.08
hybrid,150,2026-01-06,0.5,31,5,120.0,33.08
hybrid,150,2026-01-06,0.5,39,5,120.0,33.08
hybrid,150,2026-01-06,0.5,47,5,120.0,33.08
hybrid,150,2026-01-06,0.5,55,5,120.0,33.08
hybrid,150,2026-01-06,0.5,63,5,120.0,33.08
hybrid,150,2026-01-06,0.5,71,5,120.0,33.08
hybrid,150,2026-01-06,0.5,78,5,120.0,33.08
hybrid,150,2026-01-06,0.5,86,5,120.0,33.08
hybrid,150,2026-01-06,0.5,94,5,120.0,33.08
hybrid,150,2026-01-06,0.5,102,5,120.0,33.08
hybrid,150,2026-01-06,0.5,110,5,120.0,33.08
hybrid,150,2026-01-06,0.5,118,5,120.0,33.08
hybrid,150,2026-01-06,0.5,126,5,120.0,33.08
hybrid,150,2026-01-06,0.5,134,5,120.0,33.08
hybrid,150,2026-01-06,0.5,142,5,120.0,33.08
hybrid,150,2026-01-06,0.5,150,5,120.0,33.08
hybrid,844,2026-01-06,0.5,7,1,0.0,2.56
hybrid,844,2026-01-06,0.5,15,1,0.0,2.56
hybrid,844,2026-01-06,0.5,23,1,0.0,2.56
hybrid,844,2026-01-06,0.5,31,1,0.0,2.56
hybrid,844,2026-01-06,0.5,39,1,0.0,2.56
hybrid,844,2026-01-06,0.5,47,1,0.0,2.56
hybrid,844,2026-01-06,0.5,55,1,0.0,2.56
hybrid,844,2026-01-06,0.5,63,1,0.0,2.56
hybrid,844,2026-01-06,0.5,71,1,0.0,2.56
hybrid,844,2026-01-06,0.5,78,1,0.0,2.56
hybrid,844,2026-01-06,0.5,86,1,0.0,2.56
hybrid,844,2026-01-06,0.5,94,1,0.0,2.56
hybrid,844,2026-01-06,0.5,102,1,0.0,2.56
hybrid,844,2026-01-06,0.5,110,1,0.0,2.56
hybrid,844,2026-01-06,0.5,118,1,0.0,2.56
hybrid,844,2026-01-06,0.5,126,1,0.0,2.56
hybrid,844,2026-01-06,0.5,134,1,0.0,2.56
hybrid,844,2026-01-06,0.5,142,1,0.0,2.56
hybrid,844,2026-01-06,0.5,150,1,0.0,2.56
hybrid,830,2026-01-06,0.5,7,3,120.0,8.73
hybrid,830,2026-01-06,0.5,15,3,120.0,8.73
hybrid,830,2026-01-06,0.5,23,3,120.0,8.73
hybrid,830,2026-01-06,0.5,31,3,120.0,8.73
hybrid,830,2026-01-06,0.5,39,3,120.0,8.73
hybrid,830,2026-01-06,0.5,47,3,120.0,8.73
hybrid,830,2026-01-06,0.5,55,3,120.0,8.73
hybrid,830,2026-01-06,0.5,63,3,120.0,8.73
hybrid,830,2026-01-06,0.5,71,3,120.0,8.73
hybrid,830,2026-01-06,0.5,78,3,120.0,8.73
hybrid,830,2026-01-06,0.5,86,3,120.0,8.73
hybrid,830,2026-01-06,0.5,94,3,120.0,8.73
hybrid,830,2026-01-06,0.5,102,3,120.0,8.73
hybrid,830,2026-01-06,0.5,110,3,120.0,8.73
hybrid,830,2026-01-06,0.5,118,3,120.0,8.73
hybrid,830,2026-01-06,0.5,126,3,120.0,8.73
hybrid,830,2026-01-06,0.5,134,3,120.0,8.73
hybrid,830,2026-01-06,0.5,142,3,120.0,8.73
hybrid,830,2026-01-06,0.5,150,3,120.0,8.73
hybrid,1004,2026-01-06,0.5,52,28,868.1,217.74
hybrid,1004,2026-01-06,0.5,105,28,848.2,200.1
hybrid,1004,2026-01-06,0.5,157,28,859.5,197.66
hybrid,1004,2026-01-06,0.5,210,28,757.1,244.42
hybrid,1004,2026-01-06,0.5,263,28,790.3,236.08
hybrid,1004,2026-01-06,0.5,315,28,871.2,224.59
hybrid,1004,2026-01-06,0.5,368,28,876.7,209.98
hybrid,1004,2026-01-06,0.5,421,28,785.2,219.44
hybrid,1004,2026-01-06,0.5,473,28,762.5,221.38
hybrid,1004,2026-01-06,0.5,526,28,782.8,215.78
hybrid,1004,2026-01-06,0.5,578,28,886.5,210.12
hybrid,1004,2026-01-06,0.5,631,28,849.8,202.9
hybrid,1004,2026-01-06,0.5,684,28,867.0,216.54
hybrid,1004,2026-01-06,0.5,736,28,871.2,188.27
hybrid,1004,2026-01-06,0.5,789,28,848.2,220.39
hybrid,1004,2026-01-06,0.5,842,28,859.5,206.45
hybrid,1004,2026-01-06,0.5,894,28,871.2,205.96
hybrid,1004,2026-01-06,0.5,947,28,785.2,231.43
hybrid,1004,2026-01-06,0.5,1000,28,868.1,192.91
hybrid,149,2026-01-07,0.5,68,79,1958.3,624.01
hybrid,149,2026-01-07,0.5,136,79,1917.7,583.05
hybrid,149,2026-01-07,0.5,205,79,1790.5,545.64
hybrid,149,2026-01-07,0.5,273,79,1865.5,629.83
hybrid,149,2026-01-07,0.5,342,79,1849.6,643.36
hybrid,149,2026-01-07,0.5,410,79,1740.0,545.46
hybrid,149,2026-01-07,0.5,478,79,1809.9,578.01
hybrid,149,2026-01-07,0.5,547,79,1826.5,619.68
hybrid,149,2026-01-07,0.5,615,79,1993.5,609.34
hybrid,149,2026-01-07,0.5,684,79,1878.8,615.06
hybrid,149,2026-01-07,0.5,752,79,1940.5,641.81
hybrid,149,2026-01-07,0.5,821,79,1752.5,652.5
hybrid,149,2026-01-07,0.5,889,79,1850.3,574.45
hybrid,149,2026-01-07,0.5,957,79,2000.5,585.47
hybrid,149,2026-01-07,0.5,1026,79,1847.7,623.44
hybrid,149,2026-01-07,0.5,1094,79,1812.8,594.35
hybrid,149,2026-01-07,0.5,1163,79,2013.1,580.57
hybrid,149,2026-01-07,0.5,1231,79,1743.6,596.15
hybrid,149,2026-01-07,0.5,1300,79,1809.1,645.3
hybrid,1,2026-01-07,0.5,52,26,590.8,96.3
hybrid,1,2026-01-07,0.5,105,26,454.8,91.89
hybrid,1,2026-01-07,0.5,157,26,527.7,103.49
hybrid,1,2026-01-07,0.5,210,26,454.8,85.2
hybrid,1,2026-01-07,0.5,263,26,527.7,90.7
hybrid,1,2026-01-07,0.5,315,26,484.8,105.36
hybrid,1,2026-01-07,0.5,368,26,577.6,103.71
hybrid,1,2026-01-07,0.5,421,26,562.2,92.93
hybrid,1,2026-01-07,0.5,473,26,574.8,91.01
hybrid,1,2026-01-07,0.5,526,26,527.7,103.05
hybrid,1,2026-01-07,0.5,578,26,437.7,99.88
hybrid,1,2026-01-07,0.5,631,26,544.8,73.67
hybrid,1,2026-01-07,0.5,684,26,560.8,96.93
hybrid,1,2026-01-07,0.5,736,26,437.7,86.51
hybrid,1,2026-01-07,0.5,789,26,618.8,88.5
hybrid,1,2026-01-07,0.5,842,26,467.7,92.53
hybrid,1,2026-01-07,0.5,894,26,634.8,88.34
hybrid,1,2026-01-07,0.5,947,26,454.8,81.12
hybrid,1,2026-01-07,0.5,1000,26,544.8,101.04
hybrid,126,2026-01-07,0.5,7,6,264.5,32.94
hybrid,126,2026-01-07,0.5,15,6,264.5,32.94
hybrid,126,2026-01-07,0.5,23,6,264.5,32.94
hybrid,126,2026-01-07,0.5,31,6,264.5,32.94
hybrid,126,2026-01-07,0.5,39,6,264.5,32.94
hybrid,126,2026-01-07,0.5,47,6,264.5,32.94
hybrid,126,2026-01-07,0.5,55,6,264.5,32.94
hybrid,126,2026-01-07,0.5,63,6,264.5,32.94
hybrid,126,2026-01-07,0.5,71,6,264.5,32.94
hybrid,126,2026-01-07,0.5,78,6,264.5,32.94
hybrid,126,2026-01-07,0.5,86,6,264.5,32.94
hybrid,126,2026-01-07,0.5,94,6,264.5,32.94
hybrid,126,2026-01-07,0.5,102,6,264.5,32.94
hybrid,126,2026-01-07,0.5,110,6,264.5,32.94
hybrid,126,2026-01-07,0.5,118,6,264.5,32.94
hybrid,126,2026-01-07,0.5,126,6,264.5,32.94
hybrid,126,2026-01-07,0.5,134,6,264.5,32.94
hybrid,126,2026-01-07,0.5,142,6,264.5,32.94
hybrid,126,2026-01-07,0.5,150,6,264.5,32.94
hybrid,150,2026-01-07,0.5,7,4,199.8,15.16
hybrid,150,2026-01-07,0.5,15,4,199.8,15.16
hybrid,150,2026-01-07,0.5,23,4,199.8,15.16
hybrid,150,2026-01-07,0.5,31,4,199.8,15.16
hybrid,150,2026-01-07,0.5,39,4,199.8,15.16
hybrid,150,2026-01-07,0.5,47,4,199.8,15.16
hybrid,150,2026-01-07,0.5,55,4,199.8,15.16
hybrid,150,2026-01-07,0.5,63,4,199.8,15.16
hybrid,150,2026-01-07,0.5,71,4,199.8,15.16
hybrid,150,2026-01-07,0.5,78,4,199.8,15.16
hybrid,150,2026-01-07,0.5,86,4,199.8,15.16
hybrid,150,2026-01-07,0.5,94,4,199.8,15.16
hybrid,150,2026-01-07,0.5,102,4,199.8,15.16
hybrid,150,2026-01-07,0.5,110,4,199.8,15.16
hybrid,150,2026-01-07,0.5,118,4,199.8,15.16
hybrid,150,2026-01-07,0.5,126,4,199.8,15.16
hybrid,150,2026-01-07,0.5,134,4,199.8,15.16
hybrid,150,2026-01-07,0.5,142,4,199.8,15.16
hybrid,150,2026-01-07,0.5,150,4,199.8,15.16
hybrid,844,2026-01-07,0.5,7,5,90.1,28.36
hybrid,844,2026-01-07,0.5,15,5,90.1,28.36
hybrid,844,2026-01-07,0.5,23,5,90.1,28.36
hybrid,844,2026-01-07,0.5,31,5,90.1,28.36
hybrid,844,2026-01-07,0.5,39,5,90.1,28.36
hybrid,844,2026-01-07,0.5,47,5,90.1,28.36
hybrid,844,2026-01-07,0.5,55,5,90.1,28.36
hybrid,844,2026-01-07,0.5,63,5,90.1,28.36
hybrid,844,2026-01-07,0.5,71,5,90.1,28.36
hybrid,844,2026-01-07,0.5,78,5,90.1,28.36
hybrid,844,2026-01-07,0.5,86,5,90.1,28.36
hybrid,844,2026-01-07,0.5,94,5,90.1,28.36
hybrid,844,2026-01-07,0.5,102,5,90.1,28.36
hybrid,844,2026-01-07,0.5,110,5,90.1,28.36
hybrid,844,2026-01-07,0.5,118,5,90.1,28.36
hybrid,844,2026-01-07,0.5,126,5,90.1,28.36
hybrid,844,2026-01-07,0.5,134,5,90.1,28.36
hybrid,844,2026-01-07,0.5,142,5,90.1,28.36
hybrid,844,2026-01-07,0.5,150,5,90.1,28.36
hybrid,830,2026-01-07,0.5,7,2,20.8,7.77
hybrid,830,2026-01-07,0.5,15,2,20.8,7.77
hybrid,830,2026-01-07,0.5,23,2,20.8,7.77
hybrid,830,2026-01-07,0.5,31,2,20.8,7.77
hybrid,830,2026-01-07,0.5,39,2,20.8,7.77
hybrid,830,2026-01-07,0.5,47,2,20.8,7.77
hybrid,830,2026-01-07,0.5,55,2,20.8,7.77
hybrid,830,2026-01-07,0.5,63,2,20.8,7.77
hybrid,830,2026-01-07,0.5,71,2,20.8,7.77
hybrid,830,2026-01-07,0.5,78,2,20.8,7.77
hybrid,830,2026-01-07,0.5,86,2,20.8,7.77
hybrid,830,2026-01-07,0.5,94,2,20.8,7.77
hybrid,830,2026-01-07,0.5,102,2,20.8,7.77
hybrid,830,2026-01-07,0.5,110,2,20.8,7.77
hybrid,830,2026-01-07,0.5,118,2,20.8,7.77
hybrid,830,2026-01-07,0.5,126,2,20.8,7.77
hybrid,830,2026-01-07,0.5,134,2,20.8,7.77
hybrid,830,2026-01-07,0.5,142,2,20.8,7.77
hybrid,830,2026-01-07,0.5,150,2,20.8,7.77
hybrid,1004,2026-01-07,0.5,52,28,685.8,165.24
hybrid,1004,2026-01-07,0.5,105,28,615.0,156.27
hybrid,1004,2026-01-07,0.5,157,28,525.0,150.24
hybrid,1004,2026-01-07,0.5,210,28,604.4,140.8
hybrid,1004,2026-01-07,0.5,263,28,523.3,148.56
hybrid,1004,2026-01-07,0.5,315,28,582.2,162.9
hybrid,1004,2026-01-07,0.5,368,28,588.2,168.16
hybrid,1004,2026-01-07,0.5,421,28,555.0,153.82
hybrid,1004,2026-01-07,0.5,473,28,498.2,143.44
hybrid,1004,2026-01-07,0.5,526,28,625.8,163.59
hybrid,1004,2026-01-07,0.5,578,28,582.5,152.89
hybrid,1004,2026-01-07,0.5,631,28,532.0,154.31
hybrid,1004,2026-01-07,0.5,684,28,676.2,162.08
hybrid,1004,2026-01-07,0.5,736,28,525.0,141.87
hybrid,1004,2026-01-07,0.5,789,28,559.0,145.33
hybrid,1004,2026-01-07,0.5,842,28,640.5,156.71
hybrid,1004,2026-01-07,0.5,894,28,535.8,153.98
hybrid,1004,2026-01-07,0.5,947,28,586.2,146.34
