city,date,alpha,iter,vt_labors,extra_time,dist,successful_iters,duration_s
149,2026-11-11,0.3,160,44,1159.2,187.65,160,4.1
149,2026-11-11,0.3,373,44,1159.2,187.65,373,4.1
149,2026-11-11,0.3,586,44,1159.2,187.65,400,4.1
149,2026-11-11,0.3,800,44,1159.2,187.65,400,4.1
149,2026-11-11,0.3,160,36,388.2,150.47,160,3.6
149,2026-11-11,0.3,373,36,380.0,149.48,373,3.6
149,2026-11-11,0.3,586,36,361.6,147.43,400,3.6
149,2026-11-11,0.3,800,36,361.6,147.43,400,3.6
149,2026-11-11,0.3,160,35,84.4,136.41,160,3.5
149,2026-11-11,0.3,373,35,84.4,136.41,373,3.5
149,2026-11-11,0.3,586,35,84.4,136.41,400,3.5
149,2026-11-11,0.3,800,35,84.4,136.41,400,3.5
149,2026-11-11,0.3,160,41,58.8,172.22,160,3.8
149,2026-11-11,0.3,373,41,58.8,171.33,373,3.8
149,2026-11-11,0.3,586,41,58.8,155.7,400,3.8
149,2026-11-11,0.3,800,41,58.8,155.7,400,3.8
149,2026-11-11,0.3,160,39,101.2,160.65,160,3.8
149,2026-11-11,0.3,373,39,99.2,151.29,373,3.8
149,2026-11-11,0.3,586,39,99.2,151.29,400,3.8
149,2026-11-11,0.3,800,39,99.2,151.29,400,3.8
149,2026-11-11,0.3,160,47,144.7,201.35,160,4.2
149,2026-11-11,0.3,373,47,126.6,199.11,373,4.2
149,2026-11-11,0.3,586,47,126.6,199.11,400,4.2
149,2026-11-11,0.3,800,47,126.6,199.11,400,4.2
149,2026-11-11,0.3,160,43,164.7,190.69,160,3.9
149,2026-11-11,0.3,373,43,235.9,185.36,373,3.9
149,2026-11-11,0.3,586,43,235.9,185.36,400,3.9
149,2026-11-11,0.3,800,43,235.9,185.36,400,3.9
149,2026-11-11,0.3,160,44,135.0,184.39,160,3.9
149,2026-11-11,0.3,373,44,135.0,184.39,373,3.9
149,2026-11-11,0.3,586,44,135.0,184.39,400,3.9
149,2026-11-11,0.3,800,44,135.0,184.39,400,3.9
149,2026-11-11,0.3,160,44,204.8,200.32,160,4.0
149,2026-11-11,0.3,373,44,218.1,196.95,373,4.0
149,2026-11-11,0.3,586,44,218.1,196.95,400,4.0
149,2026-11-11,0.3,800,44,218.1,196.95,400,4.0
149,2026-11-11,0.3,160,45,190.5,223.92,160,4.0
149,2026-11-11,0.3,373,45,190.5,223.92,373,4.0
149,2026-11-11,0.3,586,45,190.5,223.92,400,4.0
149,2026-11-11,0.3,800,45,190.5,223.92,400,4.0
149,2026-11-11,0.3,160,44,469.9,224.21,160,4.0
149,2026-11-11,0.3,373,44,330.9,203.41,373,4.0
149,2026-11-11,0.3,586,44,330.9,203.41,400,4.0
149,2026-11-11,0.3,800,44,330.9,203.41,400,4.0
149,2026-11-11,0.3,160,43,468.2,190.9,160,3.9
149,2026-11-11,0.3,373,43,468.2,190.9,373,3.9
149,2026-11-11,0.3,586,43,468.2,190.9,400,3.9
149,2026-11-11,0.3,800,43,468.2,190.9,400,3.9
149,2026-11-11,0.3,160,38,529.0,177.68,160,3.7
149,2026-11-11,0.3,373,38,510.9,168.45,373,3.7
